wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: Currently logged in as: fredella-pang (fredella-pang-university-of-calgary-in-alberta) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: WARNING Ignoring project 'continual_CIFAR10_RESNET18' when running a sweep.
wandb: setting up run o29fmb1v
wandb: Tracking run with wandb version 0.27.2
wandb: Run data is saved locally in /scratch/freddyp/wandb_agents/wandb/run-20260618_230250-o29fmb1v
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run RESNET18_CIFAR10_dst_sparsity_0.95_pruning_ratio_0.5_delta_t_8640
wandb: ⭐️ View project at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning
wandb: 🧹 View sweep at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning/sweeps/7yfjydkv
wandb: 🚀 View run at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning/runs/o29fmb1v
------------------------------
optimizer: adam
lr: 0.001
clip_grad_norm: 0.5
task: CIFAR10
model: RESNET18
benchmark: continual
warm_start_subset_ratio: 10
log_every: 1
seed: 0
batch_size: 256
disable_wandb: False
wandb_project: 
sparsifier: rigl
sparsity: 0.95
num_mask_updates: 10
t_end_ratio: 0.8
pruning_ratio: 0.5
t_accel_ratio: 0.2
initial_sparsity: 0.0
------------------------------
Using device: cuda
[Sparsifier] rigl | sparsity=0.95 | total_steps=108000 | t_end=86400 | delta_t=8640
  0%|          | 0/100 [00:00<?, ?it/s]
Iter 7 | Epoch 98:  99%|█████████▉| 99/100 [13:53<00:08,  8.43s/it, acc=0.998, lr=0.001, test_acc=0.766]
Iter 7 | Epoch 99:  99%|█████████▉| 99/100 [13:53<00:08,  8.43s/it, acc=0.998, lr=0.001, test_acc=0.766]
Iter 7 | Epoch 99:  99%|█████████▉| 99/100 [14:02<00:08,  8.43s/it, acc=0.998, lr=0.001, test_acc=0.764]
Iter 7 | Epoch 99: 100%|██████████| 100/100 [14:02<00:00,  8.43s/it, acc=0.998, lr=0.001, test_acc=0.764]
Iter 7 | Epoch 99: 100%|██████████| 100/100 [14:02<00:00,  8.42s/it, acc=0.998, lr=0.001, test_acc=0.764]

  0%|          | 0/100 [00:00<?, ?it/s]
Iter 8 | Epoch 0:   0%|          | 0/100 [00:00<?, ?it/s]
Iter 8 | Epoch 0:   0%|          | 0/100 [00:09<?, ?it/s, acc=0.974, lr=0.0001, test_acc=0.774]
Iter 8 | Epoch 0:   1%|          | 1/100 [00:09<15:21,  9.31s/it, acc=0.974, lr=0.0001, test_acc=0.774]
Iter 8 | Epoch 1:   1%|          | 1/100 [00:09<15:21,  9.31s/it, acc=0.974, lr=0.0001, test_acc=0.774]
Iter 8 | Epoch 1:   1%|          | 1/100 [00:18<15:21,  9.31s/it, acc=0.978, lr=0.0002, test_acc=0.771]
Iter 8 | Epoch 1:   2%|▏         | 2/100 [00:18<15:11,  9.30s/it, acc=0.978, lr=0.0002, test_acc=0.771]
Iter 8 | Epoch 2:   2%|▏         | 2/100 [00:18<15:11,  9.30s/it, acc=0.978, lr=0.0002, test_acc=0.771]
Iter 8 | Epoch 2:   2%|▏         | 2/100 [00:27<15:11,  9.30s/it, acc=0.985, lr=0.0003, test_acc=0.771]
Iter 8 | Epoch 2:   3%|▎         | 3/100 [00:27<15:01,  9.30s/it, acc=0.985, lr=0.0003, test_acc=0.771]
Iter 8 | Epoch 3:   3%|▎         | 3/100 [00:27<15:01,  9.30s/it, acc=0.985, lr=0.0003, test_acc=0.771]
Iter 8 | Epoch 3:   3%|▎         | 3/100 [00:37<15:01,  9.30s/it, acc=0.991, lr=0.0004, test_acc=0.772]
Iter 8 | Epoch 3:   4%|▍         | 4/100 [00:37<14:52,  9.30s/it, acc=0.991, lr=0.0004, test_acc=0.772]
Iter 8 | Epoch 4:   4%|▍         | 4/100 [00:37<14:52,  9.30s/it, acc=0.991, lr=0.0004, test_acc=0.772]
Iter 8 | Epoch 4:   4%|▍         | 4/100 [00:46<14:52,  9.30s/it, acc=0.995, lr=0.0005, test_acc=0.774]
Iter 8 | Epoch 4:   5%|▌         | 5/100 [00:46<14:43,  9.30s/it, acc=0.995, lr=0.0005, test_acc=0.774]
Iter 8 | Epoch 5:   5%|▌         | 5/100 [00:46<14:43,  9.30s/it, acc=0.995, lr=0.0005, test_acc=0.774]
Iter 8 | Epoch 5:   5%|▌         | 5/100 [00:55<14:43,  9.30s/it, acc=0.998, lr=0.0006, test_acc=0.775]
Iter 8 | Epoch 5:   6%|▌         | 6/100 [00:55<14:33,  9.30s/it, acc=0.998, lr=0.0006, test_acc=0.775]
Iter 8 | Epoch 6:   6%|▌         | 6/100 [00:55<14:33,  9.30s/it, acc=0.998, lr=0.0006, test_acc=0.775]
Iter 8 | Epoch 6:   6%|▌         | 6/100 [01:05<14:33,  9.30s/it, acc=0.999, lr=0.0007, test_acc=0.776]
Iter 8 | Epoch 6:   7%|▋         | 7/100 [01:05<14:24,  9.30s/it, acc=0.999, lr=0.0007, test_acc=0.776]
Iter 8 | Epoch 7:   7%|▋         | 7/100 [01:05<14:24,  9.30s/it, acc=0.999, lr=0.0007, test_acc=0.776]
Iter 8 | Epoch 7:   7%|▋         | 7/100 [01:14<14:24,  9.30s/it, acc=0.999, lr=0.0008, test_acc=0.774]
Iter 8 | Epoch 7:   8%|▊         | 8/100 [01:14<14:15,  9.30s/it, acc=0.999, lr=0.0008, test_acc=0.774]
Iter 8 | Epoch 8:   8%|▊         | 8/100 [01:14<14:15,  9.30s/it, acc=0.999, lr=0.0008, test_acc=0.774]
Iter 8 | Epoch 8:   8%|▊         | 8/100 [01:23<14:15,  9.30s/it, acc=0.999, lr=0.0009, test_acc=0.775]
Iter 8 | Epoch 8:   9%|▉         | 9/100 [01:23<14:05,  9.30s/it, acc=0.999, lr=0.0009, test_acc=0.775]
Iter 8 | Epoch 9:   9%|▉         | 9/100 [01:23<14:05,  9.30s/it, acc=0.999, lr=0.0009, test_acc=0.775]
Iter 8 | Epoch 9:   9%|▉         | 9/100 [01:32<14:05,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.77]  
Iter 8 | Epoch 9:  10%|█         | 10/100 [01:32<13:56,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.77]
Iter 8 | Epoch 10:  10%|█         | 10/100 [01:32<13:56,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.77]
Iter 8 | Epoch 10:  10%|█         | 10/100 [01:42<13:56,  9.30s/it, acc=0.995, lr=0.001, test_acc=0.766]
Iter 8 | Epoch 10:  11%|█         | 11/100 [01:42<13:48,  9.30s/it, acc=0.995, lr=0.001, test_acc=0.766]
Iter 8 | Epoch 11:  11%|█         | 11/100 [01:42<13:48,  9.30s/it, acc=0.995, lr=0.001, test_acc=0.766]
Iter 8 | Epoch 11:  11%|█         | 11/100 [01:51<13:48,  9.30s/it, acc=0.995, lr=0.001, test_acc=0.772]
Iter 8 | Epoch 11:  12%|█▏        | 12/100 [01:51<13:38,  9.30s/it, acc=0.995, lr=0.001, test_acc=0.772]
Iter 8 | Epoch 12:  12%|█▏        | 12/100 [01:51<13:38,  9.30s/it, acc=0.995, lr=0.001, test_acc=0.772]
Iter 8 | Epoch 12:  12%|█▏        | 12/100 [02:00<13:38,  9.30s/it, acc=0.996, lr=0.001, test_acc=0.775]
Iter 8 | Epoch 12:  13%|█▎        | 13/100 [02:00<13:29,  9.30s/it, acc=0.996, lr=0.001, test_acc=0.775]
Iter 8 | Epoch 13:  13%|█▎        | 13/100 [02:00<13:29,  9.30s/it, acc=0.996, lr=0.001, test_acc=0.775]
Iter 8 | Epoch 13:  13%|█▎        | 13/100 [02:10<13:29,  9.30s/it, acc=0.997, lr=0.001, test_acc=0.776]
Iter 8 | Epoch 13:  14%|█▍        | 14/100 [02:10<13:19,  9.30s/it, acc=0.997, lr=0.001, test_acc=0.776]
Iter 8 | Epoch 14:  14%|█▍        | 14/100 [02:10<13:19,  9.30s/it, acc=0.997, lr=0.001, test_acc=0.776]
Iter 8 | Epoch 14:  14%|█▍        | 14/100 [02:19<13:19,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.775]
Iter 8 | Epoch 14:  15%|█▌        | 15/100 [02:19<13:10,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.775]
Iter 8 | Epoch 15:  15%|█▌        | 15/100 [02:19<13:10,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.775]
Iter 8 | Epoch 15:  15%|█▌        | 15/100 [02:28<13:10,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.778]
Iter 8 | Epoch 15:  16%|█▌        | 16/100 [02:28<13:00,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.778]
Iter 8 | Epoch 16:  16%|█▌        | 16/100 [02:28<13:00,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.778]
Iter 8 | Epoch 16:  16%|█▌        | 16/100 [02:38<13:00,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.776]
Iter 8 | Epoch 16:  17%|█▋        | 17/100 [02:38<12:51,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.776]
Iter 8 | Epoch 17:  17%|█▋        | 17/100 [02:38<12:51,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.776]
Iter 8 | Epoch 17:  17%|█▋        | 17/100 [02:47<12:51,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.771]
Iter 8 | Epoch 17:  18%|█▊        | 18/100 [02:47<12:42,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.771]
Iter 8 | Epoch 18:  18%|█▊        | 18/100 [02:47<12:42,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.771]
Iter 8 | Epoch 18:  18%|█▊        | 18/100 [02:56<12:42,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.772]
Iter 8 | Epoch 18:  19%|█▉        | 19/100 [02:56<12:33,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.772]
Iter 8 | Epoch 19:  19%|█▉        | 19/100 [02:56<12:33,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.772]
Iter 8 | Epoch 19:  19%|█▉        | 19/100 [03:05<12:33,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.772]
Iter 8 | Epoch 19:  20%|██        | 20/100 [03:05<12:24,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.772]
Iter 8 | Epoch 20:  20%|██        | 20/100 [03:05<12:24,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.772]
Iter 8 | Epoch 20:  20%|██        | 20/100 [03:15<12:24,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.773]
Iter 8 | Epoch 20:  21%|██        | 21/100 [03:15<12:14,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.773]
Iter 8 | Epoch 21:  21%|██        | 21/100 [03:15<12:14,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.773]
Iter 8 | Epoch 21:  21%|██        | 21/100 [03:24<12:14,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.77] 
Iter 8 | Epoch 21:  22%|██▏       | 22/100 [03:24<12:05,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.77]
Iter 8 | Epoch 22:  22%|██▏       | 22/100 [03:24<12:05,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.77]
Iter 8 | Epoch 22:  22%|██▏       | 22/100 [03:33<12:05,  9.30s/it, acc=0.997, lr=0.001, test_acc=0.772]
Iter 8 | Epoch 22:  23%|██▎       | 23/100 [03:33<11:56,  9.30s/it, acc=0.997, lr=0.001, test_acc=0.772]
Iter 8 | Epoch 23:  23%|██▎       | 23/100 [03:33<11:56,  9.30s/it, acc=0.997, lr=0.001, test_acc=0.772]
Iter 8 | Epoch 23:  23%|██▎       | 23/100 [03:43<11:56,  9.30s/it, acc=0.997, lr=0.001, test_acc=0.77] 
Iter 8 | Epoch 23:  24%|██▍       | 24/100 [03:43<11:47,  9.31s/it, acc=0.997, lr=0.001, test_acc=0.77]
Iter 8 | Epoch 24:  24%|██▍       | 24/100 [03:43<11:47,  9.31s/it, acc=0.997, lr=0.001, test_acc=0.77]
Iter 8 | Epoch 24:  24%|██▍       | 24/100 [03:52<11:47,  9.31s/it, acc=0.998, lr=0.001, test_acc=0.78]
Iter 8 | Epoch 24:  25%|██▌       | 25/100 [03:52<11:37,  9.31s/it, acc=0.998, lr=0.001, test_acc=0.78]
Iter 8 | Epoch 25:  25%|██▌       | 25/100 [03:52<11:37,  9.31s/it, acc=0.998, lr=0.001, test_acc=0.78]
Iter 8 | Epoch 25:  25%|██▌       | 25/100 [04:01<11:37,  9.31s/it, acc=0.998, lr=0.001, test_acc=0.772]
Iter 8 | Epoch 25:  26%|██▌       | 26/100 [04:01<11:28,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.772]
Iter 8 | Epoch 26:  26%|██▌       | 26/100 [04:01<11:28,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.772]
Iter 8 | Epoch 26:  26%|██▌       | 26/100 [04:11<11:28,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.774]
Iter 8 | Epoch 26:  27%|██▋       | 27/100 [04:11<11:19,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.774]
Iter 8 | Epoch 27:  27%|██▋       | 27/100 [04:11<11:19,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.774]
Iter 8 | Epoch 27:  27%|██▋       | 27/100 [04:20<11:19,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.779]
Iter 8 | Epoch 27:  28%|██▊       | 28/100 [04:20<11:09,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.779]
Iter 8 | Epoch 28:  28%|██▊       | 28/100 [04:20<11:09,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.779]
Iter 8 | Epoch 28:  28%|██▊       | 28/100 [04:29<11:09,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.773]
Iter 8 | Epoch 28:  29%|██▉       | 29/100 [04:29<11:00,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.773]
Iter 8 | Epoch 29:  29%|██▉       | 29/100 [04:29<11:00,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.773]
Iter 8 | Epoch 29:  29%|██▉       | 29/100 [04:38<11:00,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.775]
Iter 8 | Epoch 29:  30%|███       | 30/100 [04:38<10:50,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.775]
Iter 8 | Epoch 30:  30%|███       | 30/100 [04:38<10:50,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.775]
Iter 8 | Epoch 30:  30%|███       | 30/100 [04:48<10:50,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.772]
Iter 8 | Epoch 30:  31%|███       | 31/100 [04:48<10:41,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.772]
Iter 8 | Epoch 31:  31%|███       | 31/100 [04:48<10:41,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.772]
Iter 8 | Epoch 31:  31%|███       | 31/100 [04:57<10:41,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.771]
Iter 8 | Epoch 31:  32%|███▏      | 32/100 [04:57<10:32,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.771]
Iter 8 | Epoch 32:  32%|███▏      | 32/100 [04:57<10:32,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.771]
Iter 8 | Epoch 32:  32%|███▏      | 32/100 [05:06<10:32,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.773]
Iter 8 | Epoch 32:  33%|███▎      | 33/100 [05:06<10:22,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.773]
Iter 8 | Epoch 33:  33%|███▎      | 33/100 [05:06<10:22,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.773]
Iter 8 | Epoch 33:  33%|███▎      | 33/100 [05:16<10:22,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.776]
Iter 8 | Epoch 33:  34%|███▍      | 34/100 [05:16<10:13,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.776]
Iter 8 | Epoch 34:  34%|███▍      | 34/100 [05:16<10:13,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.776]
Iter 8 | Epoch 34:  34%|███▍      | 34/100 [05:25<10:13,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.773]
Iter 8 | Epoch 34:  35%|███▌      | 35/100 [05:25<10:04,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.773]
Iter 8 | Epoch 35:  35%|███▌      | 35/100 [05:25<10:04,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.773]
Iter 8 | Epoch 35:  35%|███▌      | 35/100 [05:34<10:04,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.778]
Iter 8 | Epoch 35:  36%|███▌      | 36/100 [05:34<09:54,  9.29s/it, acc=0.999, lr=0.001, test_acc=0.778]
Iter 8 | Epoch 36:  36%|███▌      | 36/100 [05:34<09:54,  9.29s/it, acc=0.999, lr=0.001, test_acc=0.778]
Iter 8 | Epoch 36:  36%|███▌      | 36/100 [05:44<09:54,  9.29s/it, acc=0.998, lr=0.001, test_acc=0.78] 
Iter 8 | Epoch 36:  37%|███▋      | 37/100 [05:44<09:45,  9.29s/it, acc=0.998, lr=0.001, test_acc=0.78]
Iter 8 | Epoch 37:  37%|███▋      | 37/100 [05:44<09:45,  9.29s/it, acc=0.998, lr=0.001, test_acc=0.78]
Iter 8 | Epoch 37:  37%|███▋      | 37/100 [05:53<09:45,  9.29s/it, acc=0.998, lr=0.001, test_acc=0.776]
Iter 8 | Epoch 37:  38%|███▊      | 38/100 [05:53<09:36,  9.29s/it, acc=0.998, lr=0.001, test_acc=0.776]
Iter 8 | Epoch 38:  38%|███▊      | 38/100 [05:53<09:36,  9.29s/it, acc=0.998, lr=0.001, test_acc=0.776]
Iter 8 | Epoch 38:  38%|███▊      | 38/100 [06:02<09:36,  9.29s/it, acc=0.998, lr=0.001, test_acc=0.775]
Iter 8 | Epoch 38:  39%|███▉      | 39/100 [06:02<09:27,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.775]
Iter 8 | Epoch 39:  39%|███▉      | 39/100 [06:02<09:27,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.775]
Iter 8 | Epoch 39:  39%|███▉      | 39/100 [06:12<09:27,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.776]
Iter 8 | Epoch 39:  40%|████      | 40/100 [06:12<09:19,  9.32s/it, acc=0.998, lr=0.001, test_acc=0.776]
Iter 8 | Epoch 40:  40%|████      | 40/100 [06:12<09:19,  9.32s/it, acc=0.998, lr=0.001, test_acc=0.776]
Iter 8 | Epoch 40:  40%|████      | 40/100 [06:21<09:19,  9.32s/it, acc=0.998, lr=0.001, test_acc=0.774]
Iter 8 | Epoch 40:  41%|████      | 41/100 [06:21<09:09,  9.31s/it, acc=0.998, lr=0.001, test_acc=0.774]
Iter 8 | Epoch 41:  41%|████      | 41/100 [06:21<09:09,  9.31s/it, acc=0.998, lr=0.001, test_acc=0.774]
Iter 8 | Epoch 41:  41%|████      | 41/100 [06:30<09:09,  9.31s/it, acc=0.998, lr=0.001, test_acc=0.777]
Iter 8 | Epoch 41:  42%|████▏     | 42/100 [06:30<09:00,  9.31s/it, acc=0.998, lr=0.001, test_acc=0.777]
Iter 8 | Epoch 42:  42%|████▏     | 42/100 [06:30<09:00,  9.31s/it, acc=0.998, lr=0.001, test_acc=0.777]
Iter 8 | Epoch 42:  42%|████▏     | 42/100 [06:39<09:00,  9.31s/it, acc=0.998, lr=0.001, test_acc=0.774]
Iter 8 | Epoch 42:  43%|████▎     | 43/100 [06:39<08:50,  9.31s/it, acc=0.998, lr=0.001, test_acc=0.774]
Iter 8 | Epoch 43:  43%|████▎     | 43/100 [06:39<08:50,  9.31s/it, acc=0.998, lr=0.001, test_acc=0.774]
Iter 8 | Epoch 43:  43%|████▎     | 43/100 [06:49<08:50,  9.31s/it, acc=0.999, lr=0.001, test_acc=0.782]
Iter 8 | Epoch 43:  44%|████▍     | 44/100 [06:49<08:40,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.782]
Iter 8 | Epoch 44:  44%|████▍     | 44/100 [06:49<08:40,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.782]
Iter 8 | Epoch 44:  44%|████▍     | 44/100 [06:58<08:40,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.78] 
Iter 8 | Epoch 44:  45%|████▌     | 45/100 [06:58<08:31,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.78]
Iter 8 | Epoch 45:  45%|████▌     | 45/100 [06:58<08:31,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.78]
Iter 8 | Epoch 45:  45%|████▌     | 45/100 [07:07<08:31,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.777]
Iter 8 | Epoch 45:  46%|████▌     | 46/100 [07:07<08:22,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.777]
Iter 8 | Epoch 46:  46%|████▌     | 46/100 [07:07<08:22,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.777]
Iter 8 | Epoch 46:  46%|████▌     | 46/100 [07:17<08:22,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.776]
Iter 8 | Epoch 46:  47%|████▋     | 47/100 [07:17<08:13,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.776]
Iter 8 | Epoch 47:  47%|████▋     | 47/100 [07:17<08:13,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.776]
Iter 8 | Epoch 47:  47%|████▋     | 47/100 [07:26<08:13,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.777]
Iter 8 | Epoch 47:  48%|████▊     | 48/100 [07:26<08:03,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.777]
Iter 8 | Epoch 48:  48%|████▊     | 48/100 [07:26<08:03,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.777]
Iter 8 | Epoch 48:  48%|████▊     | 48/100 [07:35<08:03,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.773]
Iter 8 | Epoch 48:  49%|████▉     | 49/100 [07:35<07:54,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.773]
Iter 8 | Epoch 49:  49%|████▉     | 49/100 [07:35<07:54,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.773]
Iter 8 | Epoch 49:  49%|████▉     | 49/100 [07:45<07:54,  9.30s/it, acc=0.997, lr=0.001, test_acc=0.774]
Iter 8 | Epoch 49:  50%|█████     | 50/100 [07:45<07:44,  9.30s/it, acc=0.997, lr=0.001, test_acc=0.774]
Iter 8 | Epoch 50:  50%|█████     | 50/100 [07:45<07:44,  9.30s/it, acc=0.997, lr=0.001, test_acc=0.774]
Iter 8 | Epoch 50:  50%|█████     | 50/100 [07:54<07:44,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.775]
Iter 8 | Epoch 50:  51%|█████     | 51/100 [07:54<07:35,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.775]
Iter 8 | Epoch 51:  51%|█████     | 51/100 [07:54<07:35,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.775]
Iter 8 | Epoch 51:  51%|█████     | 51/100 [08:03<07:35,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.779]
Iter 8 | Epoch 51:  52%|█████▏    | 52/100 [08:03<07:26,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.779]
Iter 8 | Epoch 52:  52%|█████▏    | 52/100 [08:03<07:26,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.779]
Iter 8 | Epoch 52:  52%|█████▏    | 52/100 [08:12<07:26,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.778]
Iter 8 | Epoch 52:  53%|█████▎    | 53/100 [08:12<07:17,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.778]
Iter 8 | Epoch 53:  53%|█████▎    | 53/100 [08:12<07:17,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.778]
Iter 8 | Epoch 53:  53%|█████▎    | 53/100 [08:22<07:17,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.778]
Iter 8 | Epoch 53:  54%|█████▍    | 54/100 [08:22<07:07,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.778]
Iter 8 | Epoch 54:  54%|█████▍    | 54/100 [08:22<07:07,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.778]
Iter 8 | Epoch 54:  54%|█████▍    | 54/100 [08:31<07:07,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.776]
Iter 8 | Epoch 54:  55%|█████▌    | 55/100 [08:31<06:58,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.776]
Iter 8 | Epoch 55:  55%|█████▌    | 55/100 [08:31<06:58,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.776]
Iter 8 | Epoch 55:  55%|█████▌    | 55/100 [08:40<06:58,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.778]
Iter 8 | Epoch 55:  56%|█████▌    | 56/100 [08:40<06:49,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.778]
Iter 8 | Epoch 56:  56%|█████▌    | 56/100 [08:40<06:49,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.778]
Iter 8 | Epoch 56:  56%|█████▌    | 56/100 [08:50<06:49,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.778]
Iter 8 | Epoch 56:  57%|█████▋    | 57/100 [08:50<06:39,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.778]
Iter 8 | Epoch 57:  57%|█████▋    | 57/100 [08:50<06:39,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.778]
Iter 8 | Epoch 57:  57%|█████▋    | 57/100 [08:59<06:39,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.773]
Iter 8 | Epoch 57:  58%|█████▊    | 58/100 [08:59<06:30,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.773]
Iter 8 | Epoch 58:  58%|█████▊    | 58/100 [08:59<06:30,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.773]
Iter 8 | Epoch 58:  58%|█████▊    | 58/100 [09:08<06:30,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.781]
Iter 8 | Epoch 58:  59%|█████▉    | 59/100 [09:08<06:21,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.781]
Iter 8 | Epoch 59:  59%|█████▉    | 59/100 [09:08<06:21,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.781]
Iter 8 | Epoch 59:  59%|█████▉    | 59/100 [09:18<06:21,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.779]
Iter 8 | Epoch 59:  60%|██████    | 60/100 [09:18<06:11,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.779]
Iter 8 | Epoch 60:  60%|██████    | 60/100 [09:18<06:11,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.779]
Iter 8 | Epoch 60:  60%|██████    | 60/100 [09:27<06:11,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.779]
Iter 8 | Epoch 60:  61%|██████    | 61/100 [09:27<06:02,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.779]
Iter 8 | Epoch 61:  61%|██████    | 61/100 [09:27<06:02,  9.30s/it, acc=0.999, lr=0.001, test_acc=0.779]
Iter 8 | Epoch 61:  61%|██████    | 61/100 [09:36<06:02,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.775]
Iter 8 | Epoch 61:  62%|██████▏   | 62/100 [09:36<05:53,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.775]
Iter 8 | Epoch 62:  62%|██████▏   | 62/100 [09:36<05:53,  9.30s/it, acc=0.998, lr=0.001, test_acc=0.775]
